"MiscUnit","CLAF","PRID","Drain","Layer","TopDep","BotDep","CFRAG","CFRAG_std","SDTO","SDTO_std","STPC","STPC_std","CLPC","CLPC_std","PSCL","BULK","BULK_std","TAWC","TAWC_std","CECS","CECS_std","TEB","TEB_std","BSAT","BSAT_std","ECEC","ECEC_std","CECc","CECc_std","ESP","ESP_std","ALSA","ALSA_std","PHAQ","PHAQ_std","TCEQ","TCEQ_std","GYPS","GYPS_std","ELCO","ELCO_std","TOTN","TOTN_std","CNrt","CNrt_std","ORGC","ORGC_std"
"N","LVa","LVa/A","M","D4",60,80,12,11.00,42,25.00,32,17.00,26,15.00,"M",1.64,0.17,19,7.00,15,8.00,18.00,11.00,92,11.00,18.00,10.00,58.00,22.00,2,2.00,0,0.00,6.60,0.90,0.00,0.00,1.00,0.00,1.00,1.00,0.41,0.17,9.00,3.00,3.12,1.65
"N","LVa","LVa/A","M","D5",80,100,17,16.00,43,25.00,32,17.00,25,16.00,"M",1.62,0.19,18,5.00,15,8.00,20.00,13.00,97,6.00,19.00,12.00,58.00,20.00,3,3.00,0,0.00,6.80,1.00,0.00,0.00,1.00,0.00,1.40,1.60,0.42,0.17,8.00,3.00,2.72,1.57
"N","LVa","LVa/A","M","D6",100,150,18,16.00,44,25.00,32,17.00,24,16.00,"M",1.68,0.16,13,4.00,15,9.00,23.00,14.00,98,4.00,23.00,14.00,59.00,23.00,4,4.00,0,0.00,7.10,1.00,111.00,92.00,1.00,0.00,1.50,1.60,0.40,0.18,7.00,3.00,2.37,1.46
"N","LVa","LVa/A","M","D7",150,200,19,21.00,41,26.00,34,17.00,25,18.00,"M",1.68,0.18,17,6.00,16,11.00,27.00,18.00,99,2.00,26.00,17.00,62.00,21.00,3,3.00,0,0.00,7.20,1.10,97.00,56.00,11.00,10.00,1.90,1.80,0.54,0.26,6.00,2.00,1.46,0.79
"N","LVa","LVa/B","M","D1",0,20,14,12.00,55,31.00,27,21.00,18,15.00,"M",1.50,0.17,16,8.00,15,11.00,17.00,10.00,86,10.00,17.00,10.00,45.00,5.00,4,5.00,0,0.00,6.40,0.50,0.00,0.00,1.00,0.00,1.00,0.80,1.42,0.71,14.00,4.00,10.25,7.36
"N","LVa","LVa/B","M","D2",20,40,13,10.00,52,34.00,23,19.00,25,21.00,"M",1.70,0.09,17,6.00,15,12.00,19.00,12.00,94,7.00,19.00,12.00,47.00,12.00,6,8.00,0,0.00,6.80,0.60,78.00,79.00,1.00,1.00,1.00,1.10,0.62,0.30,10.00,4.00,5.74,3.67
"N","LVa","LVa/B","M","D3",40,60,11,8.00,52,33.00,23,19.00,25,18.00,"M",1.73,0.10,17,7.00,16,11.00,23.00,10.00,97,4.00,22.00,10.00,53.00,13.00,13,16.00,0,0.00,7.20,0.70,42.00,38.00,5.00,5.00,0.90,0.80,0.42,0.19,9.00,3.00,4.51,2.89
"N","LVa","LVa/B","M","D4",60,80,15,10.00,54,30.00,22,18.00,24,16.00,"M",1.71,0.12,19,7.00,14,8.00,20.00,11.00,98,6.00,20.00,11.00,48.00,12.00,12,15.00,0,0.00,7.40,0.80,110.00,122.00,9.00,9.00,0.90,0.90,0.41,0.17,9.00,3.00,3.60,2.03
"N","LVa","LVa/B","M","D5",80,100,14,12.00,54,30.00,23,19.00,23,14.00,"M",1.67,0.20,18,5.00,13,8.00,20.00,10.00,98,5.00,20.00,10.00,51.00,21.00,14,14.00,0,0.00,7.50,0.90,144.00,122.00,8.00,12.00,0.50,0.50,0.42,0.17,8.00,3.00,3.46,1.86
"N","LVa","LVa/B","M","D6",100,150,17,13.00,51,31.00,26,19.00,23,14.00,"M",1.68,0.19,13,4.00,13,9.00,19.00,11.00,100,0.00,19.00,11.00,48.00,17.00,12,8.00,0,0.00,7.70,0.80,103.00,109.00,10.00,10.00,1.10,1.20,0.40,0.18,7.00,3.00,3.38,2.05
"N","LVa","LVa/B","M","D7",150,200,18,18.00,34,27.00,37,17.00,29,14.00,"M",1.73,0.18,14,4.00,18,7.00,33.00,27.00,100,1.00,22.00,9.00,57.00,11.00,11,5.00,0,0.00,7.80,0.80,64.00,34.00,14.00,11.00,1.40,1.30,0.54,0.26,6.00,2.00,3.91,1.86
"N","LVa","LVa/C","M","D1",0,20,11,10.00,43,23.00,41,18.00,16,10.00,"M",1.39,0.19,16,8.00,16,8.00,13.00,8.00,80,16.00,13.00,8.00,53.00,21.00,1,1.00,0,0.00,6.10,0.60,0.00,0.00,1.00,0.00,0.40,0.30,1.42,0.71,14.00,4.00,20.72,14.18
"N","LVa","LVa/C","M","D2",20,40,14,14.00,43,25.00,37,18.00,20,14.00,"M",1.56,0.19,17,6.00,13,8.00,12.00,9.00,83,18.00,12.00,9.00,55.00,18.00,2,1.00,0,0.00,6.20,0.70,0.00,0.00,1.00,1.00,0.50,0.40,0.62,0.30,10.00,4.00,5.92,2.83
"N","LVa","LVa/C","M","D3",40,60,11,9.00,42,25.00,33,17.00,25,16.00,"M",1.64,0.16,17,7.00,16,9.00,16.00,10.00,89,13.00,16.00,10.00,58.00,21.00,3,3.00,0,0.00,6.40,0.80,0.00,0.00,1.00,1.00,0.70,0.70,0.42,0.19,9.00,3.00,3.90,2.09
"N","LVa","LVa/C","M","D4",60,80,12,11.00,42,25.00,32,17.00,26,15.00,"M",1.64,0.17,19,7.00,15,8.00,18.00,11.00,92,11.00,18.00,10.00,58.00,22.00,2,2.00,0,0.00,6.60,0.90,0.00,0.00,3.00,5.00,1.10,1.10,0.41,0.17,9.00,3.00,3.12,1.65
"N","LVa","LVa/C","M","D5",80,100,17,16.00,43,25.00,32,17.00,25,16.00,"M",1.62,0.19,18,5.00,15,8.00,20.00,13.00,97,6.00,19.00,12.00,58.00,20.00,3,3.00,0,0.00,6.80,1.00,0.00,0.00,17.00,18.00,1.80,2.10,0.42,0.17,8.00,3.00,2.72,1.57
"N","LVa","LVa/C","M","D6",100,150,18,16.00,44,25.00,32,17.00,24,16.00,"M",1.68,0.16,16,5.00,15,9.00,23.00,14.00,98,4.00,23.00,14.00,59.00,23.00,4,4.00,0,0.00,7.10,1.00,111.00,92.00,27.00,48.00,2.00,2.20,0.40,0.18,7.00,3.00,2.37,1.46
"N","LVa","LVa/C","M","D7",150,200,19,21.00,41,26.00,34,17.00,25,18.00,"M",1.68,0.18,16,5.00,16,11.00,27.00,18.00,99,2.00,26.00,17.00,62.00,21.00,3,3.00,0,0.00,7.20,1.10,97.00,56.00,11.00,10.00,2.40,2.10,0.54,0.26,6.00,2.00,1.46,0.79
"N","LVa","LVa/D","M","D1",0,20,10,10.00,40,20.00,45,16.00,15,9.00,"M",1.36,0.18,16,8.00,16,8.00,13.00,8.00,79,18.00,13.00,8.00,55.00,23.00,1,0.00,3,3.00,6.00,0.60,0.00,0.00,1.00,0.00,0.70,0.60,1.45,0.72,13.00,4.00,19.21,10.78
"N","LVa","LVa/D","M","D2",20,40,9,10.00,39,21.00,42,16.00,19,12.00,"M",1.54,0.20,17,7.00,13,6.00,10.00,7.00,81,18.00,10.00,7.00,57.00,20.00,1,1.00,10,7.00,6.00,0.60,0.00,0.00,1.00,1.00,0.60,0.50,0.64,0.31,10.00,4.00,6.05,2.97
"N","LVa","LVa/D","M","D3",40,60,17,17.00,39,23.00,36,16.00,25,16.00,"M",1.62,0.16,15,6.00,16,9.00,14.00,9.00,88,12.00,14.00,9.00,60.00,22.00,1,1.00,0,0.00,6.10,0.60,0.00,0.00,1.00,1.00,0.80,0.70,0.41,0.17,9.00,4.00,3.65,1.77
"N","LVa","LVa/D","M","D4",60,80,11,11.00,40,24.00,35,17.00,25,15.00,"M",1.64,0.16,19,7.00,16,9.00,18.00,12.00,91,11.00,17.00,10.00,62.00,23.00,1,1.00,0,0.00,6.30,0.80,0.00,0.00,3.00,5.00,1.00,1.00,0.39,0.16,9.00,3.00,2.91,1.50
"N","LVa","LVa/D","M","D5",80,100,14,13.00,42,25.00,34,17.00,24,15.00,"M",1.62,0.17,18,5.00,15,10.00,20.00,14.00,95,7.00,19.00,13.00,62.00,21.00,2,1.00,0,0.00,6.60,1.00,0.00,0.00,3.00,4.00,1.40,1.60,0.41,0.17,9.00,4.00,2.40,1.30
"N","LVa","LVa/D","M","D6",100,150,15,14.00,43,24.00,34,17.00,23,16.00,"M",1.67,0.18,16,5.00,14,9.00,23.00,15.00,95,7.00,22.00,14.00,61.00,22.00,2,1.00,0,0.00,6.90,1.10,117.00,90.00,6.00,8.00,1.50,1.60,0.41,0.19,6.00,3.00,1.70,0.81
