"NEWSUID","NoSoilComp","DomFAO_Name","DomFAO_Prop","PropSynthProf","SoilMapUnit","SOIL1","PROP1","PRID1","SOIL2","PROP2","PRID2","SOIL3","PROP3","PRID3","SOIL4","PROP4","PRID4","SOIL5","PROP5","PRID5","SOIL6","PROP6","PRID6","SOIL7","PROP7","PRID7","SOIL8","PROP8","PRID8","SOIL9","PROP9","PRID9","SOIL10","PROP10","PRID10","WATE"
"WD20003601",3,"CL",60,0,"CLh2LVh4LPq4/B","CLh",60,"CLh/B","LVh",20,"LVh/B","LPq",20,"LPq/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003602",3,"CL",60,0,"CLh2LPq4GY5/B","CLh",60,"CLh/B","LPq",30,"LPq/B","GY",10,"GY/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003603",3,"CL",60,0,"CLh2LPq4GY5/B","CLh",60,"CLh/B","LPq",30,"LPq/B","GY",10,"GY/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003604",3,"CL",60,0,"CLh2SCh4RGc4/B","CLh",60,"CLh/B","SCh",20,"SCh/B","RGc",20,"RGc/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003606",4,"CL",50,0,"CLh3SCh4RGc4LPq5/B","CLh",50,"CLh/B","SCh",20,"SCh/B","RGc",20,"RGc/B","LPq",10,"LPq/B",,,,,,,,,,,,,,,,,,,
"WD20003607",3,"CL",60,0,"CLh2SCh4LPq5/B","CLh",60,"CLh/B","SCh",30,"SCh/B","LPq",10,"LPq/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003609",3,"CL",50,0,"CLh3RGc3SCh5/B","CLh",50,"CLh/B","RGc",40,"RGc/B","SCh",10,"SCh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003610",2,"CL",70,0,"CLh2LPq4/B","CLh",70,"CLh/B","LPq",30,"LPq/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003612",4,"LV",50,0,"LVh3LPq4CLh4RGc5/B","LVh",50,"LVh/B","LPq",20,"LPq/B","CLh",20,"CLh/B","RGc",10,"RGc/B",,,,,,,,,,,,,,,,,,,
"WD20005095",5,"LV",40,0,"LVh3SNh4CLh4SC5RGc5/B","LVh",40,"LVh/B","SNh",20,"SNh/B","CLh",20,"CLh/B","SC",10,"SC/B","RGc",10,"RGc/B",,,,,,,,,,,,,,,,
"WD20005096",3,"LV",60,0,"LVh2FLe4CLh5/B","LVh",60,"LVh/B","FLe",30,"FLe/B","CLh",10,"CLh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20005097",3,"LV",60,0,"LVh2RGe4CLh4/B","LVh",60,"LVh/B","RGe",20,"RGe/B","CLh",20,"CLh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20005849",6,"AC",50,0,"ACg4KSh4FL4ARo5ACu5ACh5/B","ACg",30,"ACg/B","KSh",20,"KSh/B","FL",20,"FL/B","ARo",10,"ARo/B","ACu",10,"ACu/B","ACh",10,"ACh/B",,,,,,,,,,,,,
"WD20005852",2,"AC",70,0,"ACu2VR4/B","ACu",70,"ACu/B","VR",30,"VR/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20005865",6,"CM",30,0,"CMe4RG4LPq4PLe5LVx5LVh5/B","CMe",30,"CMe/B","RG",20,"RG/B","LPq",20,"LPq/B","PLe",10,"PLe/B","LVx",10,"LVx/B","LVh",10,"LVh/B",,,,,,,,,,,,,
"WD20005883",1,"PH",100,0,"PHh1/B","PHh",100,"PHh/B",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD20005884",3,"PH",60,0,"PHh2VR4CLh4/B","PHh",60,"PHh/B","VR",20,"VR/B","CLh",20,"CLh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003613",3,"LV",60,0,"LVh2CLh4GY5/B","LVh",60,"LVh/B","CLh",30,"CLh/B","GY",10,"GY/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003614",3,"GY",60,0,"GY2LPq4CLh4/B","GY",60,"GY/B","LPq",20,"LPq/B","CLh",20,"CLh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003615",3,"GY",60,0,"GY2CLh4LPq5/B","GY",60,"GY/B","CLh",30,"CLh/B","LPq",10,"LPq/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003616",3,"GY",60,0,"GY2LPq4CLh5/B","GY",60,"GY/B","LPq",30,"LPq/B","CLh",10,"CLh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003617",2,"GY",70,0,"GY2LPq4/B","GY",70,"GY/B","LPq",30,"LPq/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003618",4,"GY",50,0,"GY3SCh4CLh4FLc5/B","GY",50,"GY/B","SCh",20,"SCh/B","CLh",20,"CLh/B","FLc",10,"FLc/B",,,,,,,,,,,,,,,,,,,
"WD20003620",2,"SC",100,0,"SCg2SCh4/B","SCg",70,"SCg/B","SCh",30,"SCh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003621",2,"SC",100,0,"SCg2SCh4/B","SCg",70,"SCg/B","SCh",30,"SCh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003622",3,"SC",60,0,"SCh2FLc4CLh5/B","SCh",60,"SCh/B","FLc",30,"FLc/B","CLh",10,"CLh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003623",3,"SC",60,0,"SCh2LPq4CLh5/B","SCh",60,"SCh/B","LPq",30,"LPq/B","CLh",10,"CLh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003624",4,"SC",50,0,"SCh3LPq4RGc5ARb5/B","SCh",50,"SCh/B","LPq",30,"LPq/B","RGc",10,"RGc/B","ARb",10,"ARb/B",,,,,,,,,,,,,,,,,,,
"WD20003625",2,"SC",60,0,"SCh2RGc3/B","SCh",60,"SCh/B","RGc",40,"RGc/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003627",4,"SC",80,0,"SCh3SCm4VR5FLc5/B","SCh",50,"SCh/B","SCm",30,"SCm/B","VR",10,"VR/B","FLc",10,"FLc/B",,,,,,,,,,,,,,,,,,,
"WD20003628",4,"SC",60,0,"SCh3VR4SCm4FLc4/B","SCh",40,"SCh/B","VR",20,"VR/B","SCm",20,"SCm/B","FLc",20,"FLc/B",,,,,,,,,,,,,,,,,,,
"WD20003629",3,"SC",60,0,"SCh2RGc4CLh4/B","SCh",60,"SCh/B","RGc",20,"RGc/B","CLh",20,"CLh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003630",2,"SC",90,0,"SCh1RGc5/B","SCh",90,"SCh/B","RGc",10,"RGc/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003631",3,"SC",80,0,"SCh2SCg4CLh4/B","SCh",60,"SCh/B","SCg",20,"SCg/B","CLh",20,"CLh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003632",3,"SC",90,0,"SCh1SCg5FLc5/B","SCh",80,"SCh/B","SCg",10,"SCg/B","FLc",10,"FLc/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003633",3,"SC",80,0,"SCh1LPq5CLh5/B","SCh",80,"SCh/B","LPq",10,"LPq/B","CLh",10,"CLh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003634",2,"SC",100,0,"SCh2SCg4/B","SCh",70,"SCh/B","SCg",30,"SCg/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003644",2,"AC",70,0,"ACh2PZc4/B","ACh",70,"ACh/B","PZc",30,"PZc/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003669",2,"CM",70,0,"CMe2LVh4/B","CMe",70,"CMe/B","LVh",30,"LVh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003674",4,"CM",50,0,"CMe3RGe4FLe4LPq5/B","CMe",50,"CMe/B","RGe",20,"RGe/B","FLe",20,"FLe/B","LPq",10,"LPq/B",,,,,,,,,,,,,,,,,,,
"WD20003676",4,"CM",70,0,"CMe3SNh4CMc4FLe5/B","CMe",50,"CMe/B","SNh",20,"SNh/B","CMc",20,"CMc/B","FLe",10,"FLe/B",,,,,,,,,,,,,,,,,,,
"WD20003677",4,"CM",70,0,"CMe3LVh4CMc4VR5/B","CMe",50,"CMe/B","LVh",20,"LVh/B","CMc",20,"CMc/B","VR",10,"VR/B",,,,,,,,,,,,,,,,,,,
"WD20003678",3,"CM",80,0,"CMe2LVh4CMv4/B","CMe",60,"CMe/B","LVh",20,"LVh/B","CMv",20,"CMv/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003686",3,"CM",60,0,"CMe2SCh4LPq5/B","CMe",60,"CMe/B","SCh",30,"SCh/B","LPq",10,"LPq/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003713",3,"LP",67,0,"LPq4LPu4CM4/B","LPq",34,"LPq/B","LPu",33,"LPu/B","CM",33,"CM/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003715",3,"LP",34,0,"LPq4LVx4CMe4/B","LPq",34,"LPq/B","LVx",33,"LVx/B","CMe",33,"CMe/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003716",3,"LP",34,0,"LPq4LVx4CMe4/B","LPq",34,"LPq/B","LVx",33,"LVx/B","CMe",33,"CMe/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003718",2,"LP",50,0,"LPq3CMv3/B","LPq",50,"LPq/B","CMv",50,"CMv/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003719",2,"LP",50,0,"LPq3CMv3/B","LPq",50,"LPq/B","CMv",50,"CMv/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003721",2,"PH",50,0,"PHh3LPq3/B","PHh",50,"PHh/B","LPq",50,"LPq/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003730",2,"RG",50,0,"RGc3LPq3/B","RGc",50,"RGc/B","LPq",50,"LPq/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003731",3,"RK",34,0,"RK4RG4LPq4/B","RK",34,"RK/B","RG",33,"RG/B","LPq",33,"LPq/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003733",3,"RK",34,0,"RK4RG4LPq4/B","RK",34,"RK/B","RG",33,"RG/B","LPq",33,"LPq/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003736",2,"FL",100,0,"FLc1FLe5/B","FLc",90,"FLc/B","FLe",10,"FLe/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003737",3,"FL",60,0,"FLc2SCg4RGc4/B","FLc",60,"FLc/B","SCg",20,"SCg/B","RGc",20,"RGc/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003738",4,"FL",50,0,"FLc3SCh4CMc4RGc5/B","FLc",50,"FLc/B","SCh",20,"SCh/B","CMc",20,"CMc/B","RGc",10,"RGc/B",,,,,,,,,,,,,,,,,,,
"WD20003744",5,"FL",40,0,"FLc3SCh4LVh4VR5CLh5/B","FLc",40,"FLc/B","SCh",20,"SCh/B","LVh",20,"LVh/B","VR",10,"VR/B","CLh",10,"CLh/B",,,,,,,,,,,,,,,,
"WD20003764",2,"FL",70,0,"FLt2SCg4/B","FLt",70,"FLt/B","SCg",30,"SCg/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003773",2,"LV",70,0,"LVx2VR4/B","LVx",70,"LVx/B","VR",30,"VR/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003774",4,"LV",50,0,"LVx3VR4LXf4LPq5/B","LVx",50,"LVx/B","VR",20,"VR/B","LXf",20,"LXf/B","LPq",10,"LPq/B",,,,,,,,,,,,,,,,,,,
"WD20003797",2,"LV",90,0,"LVh1SCh5/B","LVh",90,"LVh/B","SCh",10,"SCh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003809",5,"LV",60,0,"LVh3LVk4CMe4GL5FLc5/B","LVh",40,"LVh/B","LVk",20,"LVk/B","CMe",20,"CMe/B","GL",10,"GL/B","FLc",10,"FLc/B",,,,,,,,,,,,,,,,
"WD20003810",3,"LV",60,0,"LVh2SCh4SNh5/B","LVh",60,"LVh/B","SCh",30,"SCh/B","SNh",10,"SNh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003839",2,"AR",70,0,"ARb2RGc4/B","ARb",70,"ARb/B","RGc",30,"RGc/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003840",5,"AR",40,0,"ARb3RGc4SCh5FLc5CLh5/B","ARb",40,"ARb/B","RGc",30,"RGc/B","SCh",10,"SCh/B","FLc",10,"FLc/B","CLh",10,"CLh/B",,,,,,,,,,,,,,,,
"WD20003842",1,"RG",100,0,"RGc1/B","RGc",100,"RGc/B",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003843",2,"RG",70,0,"RGc2CLh4/B","RGc",70,"RGc/B","CLh",30,"CLh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003858",2,"VR",70,0,"VR2CMv4/B","VR",70,"VR/B","CMv",30,"CMv/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003863",3,"VR",60,0,"VR2SNh4SCh4/B","VR",60,"VR/B","SNh",20,"SNh/B","SCh",20,"SCh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003867",3,"VR",80,0,"VR1GL5FLc5/B","VR",80,"VR/B","GL",10,"GL/B","FLc",10,"FLc/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003868",3,"VR",80,0,"VR1GL5FLc5/B","VR",80,"VR/B","GL",10,"GL/B","FLc",10,"FLc/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003871",2,"RG",90,0,"RGc1SCh5/B","RGc",90,"RGc/B","SCh",10,"SCh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003872",3,"RG",70,0,"RGc2CLh4SCh5/B","RGc",70,"RGc/B","CLh",20,"CLh/B","SCh",10,"SCh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003873",2,"RG",80,0,"RGc1CLh4/B","RGc",80,"RGc/B","CLh",20,"CLh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003874",2,"CL",90,0,"CLh1SCh5/B","CLh",90,"CLh/B","SCh",10,"SCh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003875",2,"CL",70,0,"CLh2SNh4/B","CLh",70,"CLh/B","SNh",30,"SNh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003878",2,"RG",90,0,"RGc1SCh5/B","RGc",90,"RGc/B","SCh",10,"SCh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003879",4,"RG",50,0,"RGc3SCh4FLc5ARb5/B","RGc",50,"RGc/B","SCh",30,"SCh/B","FLc",10,"FLc/B","ARb",10,"ARb/B",,,,,,,,,,,,,,,,,,,
"WD20003880",4,"CL",50,0,"CLh3ARb4SCh5RGc5/B","CLh",50,"CLh/B","ARb",30,"ARb/B","SCh",10,"SCh/B","RGc",10,"RGc/B",,,,,,,,,,,,,,,,,,,
"WD20003881",2,"CL",70,0,"CLh2SCh4/B","CLh",70,"CLh/B","SCh",30,"SCh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003882",4,"CL",50,0,"CLh3RGc4SCh5GY5/B","CLh",50,"CLh/B","RGc",30,"RGc/B","SCh",10,"SCh/B","GY",10,"GY/B",,,,,,,,,,,,,,,,,,,
"WD20003883",2,"CL",90,0,"CLh1SCh5/B","CLh",90,"CLh/B","SCh",10,"SCh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003884",2,"RG",90,0,"RGe1SCh5/B","RGe",90,"RGe/B","SCh",10,"SCh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003886",5,"SC",60,0,"SCg3SNh4SCh4GY5FLc5/B","SCg",40,"SCg/B","SNh",20,"SNh/B","SCh",20,"SCh/B","GY",10,"GY/B","FLc",10,"FLc/B",,,,,,,,,,,,,,,,
"WD20003890",1,"SC",100,0,"SCg1/B","SCg",100,"SCg/B",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003891",3,"SC",50,0,"SCh3RGc3FLc5/B","SCh",50,"SCh/B","RGc",40,"RGc/B","FLc",10,"FLc/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003895",2,"SC",100,0,"SCh2SCg4/B","SCh",70,"SCh/B","SCg",30,"SCg/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20003902",4,"CM",70,0,"CMe3GLe4CMc4SCh5/B","CMe",50,"CMe/B","GLe",20,"GLe/B","CMc",20,"CMc/B","SCh",10,"SCh/B",,,,,,,,,,,,,,,,,,,
"WD20003978",3,"RK",34,0,"RK4LPq4CLh4/B","RK",34,"RK/B","LPq",33,"LPq/B","CLh",33,"CLh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20003984",2,"FL",90,0,"FLc1SCg5/B","FLc",90,"FLc/B","SCg",10,"SCg/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004033",3,"RG",60,0,"RGc2GLk4CLh4/B","RGc",60,"RGc/B","GLk",20,"GLk/B","CLh",20,"CLh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004035",1,"RG",100,0,"RGd1/B","RGd",100,"RGd/B",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004036",4,"RG",50,0,"RGe3LPq4CMe5AN5/B","RGe",50,"RGe/B","LPq",30,"LPq/B","CMe",10,"CMe/B","AN",10,"AN/B",,,,,,,,,,,,,,,,,,,
"WD20004046",2,"SN",70,0,"SNh2SCh4/B","SNh",70,"SNh/B","SCh",30,"SCh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004056",2,"RG",70,0,"RGc2CMx4/B","RGc",70,"RGc/B","CMx",30,"CMx/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004057",3,"RG",80,0,"RGc1LVx5FLc5/B","RGc",80,"RGc/B","LVx",10,"LVx/B","FLc",10,"FLc/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004058",2,"CL",70,0,"CLh2SCh4/B","CLh",70,"CLh/B","SCh",30,"SCh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004059",1,"CL",100,0,"CLh1/B","CLh",100,"CLh/B",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004086",2,"RG",90,0,"RG1SC5/B","RG",90,"RG/B","SC",10,"SC/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004110",3,"CL",50,0,"CLh3RGc3SCh5/B","CLh",50,"CLh/B","RGc",40,"RGc/B","SCh",10,"SCh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004133",3,"SC",90,0,"SCh2SCg4GLe5/B","SCh",70,"SCh/B","SCg",20,"SCg/B","GLe",10,"GLe/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004676",3,"CH",60,0,"CHh2LVa4KSl5/B","CHh",60,"CHh/B","LVa",30,"LVa/B","KSl",10,"KSl/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004735",3,"PH",60,0,"PHl2LPq4LVh5/B","PHl",60,"PHl/B","LPq",30,"LPq/B","LVh",10,"LVh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004739",3,"PH",70,0,"PHl2CHl4PHh5/B","PHl",60,"PHl/B","CHl",30,"CHl/B","PHh",10,"PHh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004745",4,"PH",60,0,"PHl3CHl4PHh5GRh5/B","PHl",50,"PHl/B","CHl",30,"CHl/B","PHh",10,"PHh/B","GRh",10,"GRh/B",,,,,,,,,,,,,,,,,,,
"WD20004761",2,"FL",70,0,"FLc2SC4/B","FLc",70,"FLc/B","SC",30,"SC/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004762",2,"FL",70,0,"FLc2RGe4/B","FLc",70,"FLc/B","RGe",30,"RGe/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004763",4,"FL",50,0,"FLc3SC4SN5LVh5/B","FLc",50,"FLc/B","SC",30,"SC/B","SN",10,"SN/B","LVh",10,"LVh/B",,,,,,,,,,,,,,,,,,,
"WD20004766",3,"FL",60,0,"FLe2LVx4SC5/B","FLe",60,"FLe/B","LVx",30,"LVx/B","SC",10,"SC/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004774",3,"KS",60,0,"KSh2RGc4CLh5/B","KSh",60,"KSh/B","RGc",30,"RGc/B","CLh",10,"CLh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004777",3,"KS",60,0,"KSh2GLm4LPq5/B","KSh",60,"KSh/B","GLm",30,"GLm/B","LPq",10,"LPq/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004781",3,"KS",90,0,"KSh2KSl4RGe5/B","KSh",60,"KSh/B","KSl",30,"KSl/B","RGe",10,"RGe/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004783",3,"KS",100,0,"KSh2KSl4KSk4/B","KSh",60,"KSh/B","KSl",20,"KSl/B","KSk",20,"KSk/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004785",3,"KS",80,0,"KSh2LPq4KSl4/B","KSh",60,"KSh/B","LPq",20,"LPq/B","KSl",20,"KSl/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004792",2,"KS",70,0,"KSh2CLh4/B","KSh",70,"KSh/B","CLh",30,"CLh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004796",2,"KS",70,0,"KSh2RGe4/B","KSh",70,"KSh/B","RGe",30,"RGe/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004798",3,"KS",60,0,"KSh2RGe4RGc4/B","KSh",60,"KSh/B","RGe",20,"RGe/B","RGc",20,"RGc/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004799",4,"KS",90,0,"KSk3KSh4LPq5KSl5/B","KSk",50,"KSk/B","KSh",30,"KSh/B","LPq",10,"LPq/B","KSl",10,"KSl/B",,,,,,,,,,,,,,,,,,,
"WD20004802",2,"KS",100,0,"KSk2KSl4/B","KSk",70,"KSk/B","KSl",30,"KSl/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004803",2,"KS",70,0,"KSk2VR4/B","KSk",70,"KSk/B","VR",30,"VR/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004807",2,"KS",70,0,"KSl2RGe4/B","KSl",70,"KSl/B","RGe",30,"RGe/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004808",2,"KS",70,0,"KSl2RGe4/B","KSl",70,"KSl/B","RGe",30,"RGe/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004809",2,"KS",70,0,"KSl2CH4/B","KSl",70,"KSl/B","CH",30,"CH/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004813",3,"KS",60,0,"KSl2RGe4LVa5/B","KSl",60,"KSl/B","RGe",30,"RGe/B","LVa",10,"LVa/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004815",2,"KS",100,0,"KSl2KSh4/B","KSl",70,"KSl/B","KSh",30,"KSh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004817",2,"KS",100,0,"KSl2KSh4/B","KSl",70,"KSl/B","KSh",30,"KSh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004820",4,"KS",80,0,"KSl3KSh4VR5RGe5/B","KSl",50,"KSl/B","KSh",30,"KSh/B","VR",10,"VR/B","RGe",10,"RGe/B",,,,,,,,,,,,,,,,,,,
"WD20004821",3,"KS",100,0,"KSl2KSk4KSh4/B","KSl",60,"KSl/B","KSk",20,"KSk/B","KSh",20,"KSh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004824",3,"KS",80,0,"KSl2VR4KSh4/B","KSl",60,"KSl/B","VR",20,"VR/B","KSh",20,"KSh/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004825",3,"KS",60,0,"KSl2SNm4SC5/B","KSl",60,"KSl/B","SNm",30,"SNm/B","SC",10,"SC/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004828",3,"KS",60,0,"KSl2LVh4RGe5/B","KSl",60,"KSl/B","LVh",30,"LVh/B","RGe",10,"RGe/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004829",4,"KS",60,0,"KSl3LVh4RGc5KSh5/B","KSl",50,"KSl/B","LVh",30,"LVh/B","RGc",10,"RGc/B","KSh",10,"KSh/B",,,,,,,,,,,,,,,,,,,
"WD20004830",5,"KS",50,0,"KSl3SNh4SNm5RGc5KSh5/B","KSl",40,"KSl/B","SNh",30,"SNh/B","SNm",10,"SNm/B","RGc",10,"RGc/B","KSh",10,"KSh/B",,,,,,,,,,,,,,,,
"WD20004831",5,"KS",50,0,"KSl3SNh4SNm5RGc5KSh5/B","KSl",40,"KSl/B","SNh",30,"SNh/B","SNm",10,"SNm/B","RGc",10,"RGc/B","KSh",10,"KSh/B",,,,,,,,,,,,,,,,
"WD20004842",2,"KS",70,0,"KSl2LPq4/B","KSl",70,"KSl/B","LPq",30,"LPq/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004843",2,"KS",100,0,"KSl2KSk4/B","KSl",70,"KSl/B","KSk",30,"KSk/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004868",4,"LV",50,0,"LVa3KSh4RGe5LPq5/B","LVa",50,"LVa/B","KSh",30,"KSh/B","RGe",10,"RGe/B","LPq",10,"LPq/B",,,,,,,,,,,,,,,,,,,
"WD20004877",4,"LV",50,0,"LVx3VR4RGe4LPq5/B","LVx",50,"LVx/B","VR",20,"VR/B","RGe",20,"RGe/B","LPq",10,"LPq/B",,,,,,,,,,,,,,,,,,,
"WD20004891",3,"LV",60,0,"LVk2KSk4KSl5/B","LVk",60,"LVk/B","KSk",30,"KSk/B","KSl",10,"KSl/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004892",2,"LV",70,0,"LVk2RGe4/B","LVk",70,"LVk/B","RGe",30,"RGe/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004981",3,"RG",60,0,"RGc2LVh4LPq5/B","RGc",60,"RGc/B","LVh",30,"LVh/B","LPq",10,"LPq/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004982",2,"RG",70,0,"RGc2LVh4/B","RGc",70,"RGc/B","LVh",30,"LVh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004983",4,"RG",50,0,"RGc3LVh4SNh5FLe5/B","RGc",50,"RGc/B","LVh",30,"LVh/B","SNh",10,"SNh/B","FLe",10,"FLe/B",,,,,,,,,,,,,,,,,,,
"WD20004984",3,"RG",60,0,"RGc2LVh4KSl5/B","RGc",60,"RGc/B","LVh",30,"LVh/B","KSl",10,"KSl/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004985",3,"RG",60,0,"RGc2LVh4FLe4/B","RGc",60,"RGc/B","LVh",20,"LVh/B","FLe",20,"FLe/B",,,,,,,,,,,,,,,,,,,,,,
"WD20004987",2,"RG",90,0,"RGc1LPq5/B","RGc",90,"RGc/B","LPq",10,"LPq/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004988",4,"RG",50,0,"RGc3CLh4KSl5KSh5/B","RGc",50,"RGc/B","CLh",30,"CLh/B","KSl",10,"KSl/B","KSh",10,"KSh/B",,,,,,,,,,,,,,,,,,,
"WD20004989",2,"RG",70,0,"RGc2LVx4/B","RGc",70,"RGc/B","LVx",30,"LVx/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004991",2,"RG",70,0,"RGc2KSh4/B","RGc",70,"RGc/B","KSh",30,"KSh/B",,,,,,,,,,,,,,,,,,,,,,,,,
"WD20004992",2,"RG",80,0,"RGc1LPq4/B","RGc",80,"RGc/B","LPq",20,"LPq/B",,,,,,,,,,,,,,,,,,,,,,,,,
