pixel_vaue	description	cover_%	cell_count	square_km
1624	WD20001624	0.00	10464	8691
1625	WD10001625	0.00	4397	3676
1626	WD10001626	0.00	8246	6944
1627	WD20001627	0.00	24790	20720
1628	WD10001628	0.00	1025	857
1629	WD20001629	0.00	376	312
1630	WD20001630	0.00	1123	934
1631	WD20001631	0.01	28227	23227
1632	WD10001632	0.00	14795	12364
1633	WD20001633	0.02	95123	78579
1634	WD20001634	0.01	38398	31614
1637	WD10001637	0.00	498	417
1638	WD20001638	0.00	1673	1392
1639	WD20001639	0.00	4976	3854
1640	WD20001640	0.00	18735	14719
1642	WD20001642	0.00	2870	2081
1643	WD20001643	0.00	200	150
1644	WD20001644	0.00	2958	2190
1645	WD20001645	0.00	4359	3180
1647	WD10001647	0.00	648	551
1648	WD10001648	0.00	847	720
1650	WD10001650	0.00	4712	4008
1652	WD10001652	0.00	2903	2402
1653	WD30001653	0.00	251	172
1654	WD10001654	0.00	241	204
1655	WD10001655	0.00	3257	2742
1656	WD10001656	0.00	6615	5620
1657	WD10001657	0.00	1914	1623
1659	WD20001659	0.00	16713	13091
1660	WD20001660	0.00	4096	3292
1661	WD20001661	0.00	3127	2606
1662	WD20001662	0.00	16390	13474
1664	WD20001664	0.00	10556	8356
1665	WD20001665	0.00	3336	2779
1666	WD10001666	0.00	17706	14722
1667	WD20001667	0.00	20816	17188
1668	WD20001668	0.00	2450	2044
1669	WD20001669	0.00	8332	6948
1670	WD20001670	0.00	2953	2445
1671	WD10001671	0.00	3620	3057
1672	WD10001672	0.01	37646	31341
1673	WD20001673	0.00	2185	1827
1674	WD20001674	0.00	16329	13639
1676	WD10001676	0.00	2125	1775
1677	WD20001677	0.01	43658	36580
1678	WD20001678	0.00	450	375
1679	WD20001679	0.00	6169	5154
1680	WD20001680	0.00	4614	3833
1681	WD20001681	0.00	8216	6742
1682	WD20001682	0.00	2116	1764
1683	WD20001683	0.00	276	228
1684	WD20001684	0.00	5343	4429
1685	WD20001685	0.00	12837	10628
1686	WD20001686	0.01	29955	24620
1687	WD20001687	0.00	7549	6280
1689	WD10001689	0.00	6287	5247
1690	WD20001690	0.00	8287	6898
1691	WD20001691	0.00	3158	2569
1692	WD20001692	0.01	29417	24162
1694	WD20001694	0.00	22300	17400
1695	WD20001695	0.00	7981	6708
1696	WD20001696	0.00	1214	993
1698	WD10001698	0.00	6707	5572
1700	WD10001700	0.00	4619	3861
1701	WD20001701	0.01	28706	24039
1702	WD20001702	0.00	5463	3981
1703	WD30001703	0.00	4001	2896
1706	WD10001706	0.00	845	720
1707	WD10001707	0.00	857	729
1708	WD20001708	0.00	878	665
1709	WD10001709	0.00	234	199
1710	WD10001710	0.00	797	677
1711	WD20001711	0.00	1410	1020
1712	WD30001712	0.00	3928	2821
1713	WD30001713	0.00	3936	2788
1714	WD30001714	0.00	1014	725
1715	WD10001715	0.00	3437	2864
1716	WD10001716	0.00	1964	1669
1717	WD10001717	0.00	1189	996
1718	WD10001718	0.00	473	396
1719	WD10001719	0.00	3715	3114
1720	WD20001720	0.00	237	196
1721	WD20001721	0.00	652	539
1722	WD20001722	0.00	4554	3785
1723	WD20001723	0.00	11508	9524
1724	WD20001724	0.00	871	734
1725	WD30001725	0.00	1459	1003
1726	WD10001726	0.00	646	549
1727	WD10001727	0.00	743	632
1728	WD10001728	0.00	460	387
1729	WD10001729	0.00	2634	2219
1730	WD10001730	0.00	7455	6245
1731	WD20001731	0.00	5023	4201
1732	WD10001732	0.00	4992	4209
1733	WD20001733	0.00	5212	4386
1734	WD20001734	0.00	4476	3766
1735	WD20001735	0.00	2571	2161
1736	WD10001736	0.00	804	678
1737	WD10001737	0.00	23857	20083
1739	WD20001739	0.00	1000	836
1740	WD30001740	0.00	57	39
1741	WD10001741	0.00	3454	2931
1743	WD30001743	0.00	732	503
1744	WD10001744	0.00	1714	1448
1745	WD20001745	0.00	9473	7911
1746	WD10001746	0.00	121	102
1747	WD30001747	0.00	7194	5145
1749	WD20001749	0.00	9589	8015
1750	WD20001750	0.00	1263	1054
1751	WD20001751	0.00	2573	2136
1752	WD20001752	0.00	2631	2205
1754	WD10001754	0.00	2247	1909
1755	WD20001755	0.00	4416	3666
1756	WD10001756	0.00	363	309
1757	WD10001757	0.00	618	519
1758	WD10001758	0.00	499	424
1759	WD20001759	0.00	143	118
1760	WD10001760	0.00	740	619
1761	WD10001761	0.00	987	826
1762	WD20001762	0.00	2418	2003
1763	WD20001763	0.00	2998	2486
1764	WD30001764	0.00	497	352
1766	WD20001766	0.00	31677	22633
1767	WD20001767	0.01	51513	36773
1770	WD20001770	0.00	635	444
1772	WD30001772	0.00	10407	7243
1773	WD20001773	0.00	8727	6353
1774	WD20001774	0.00	385	270
1775	WD20001775	0.00	8595	6026
1776	WD30001776	0.00	18642	13486
1779	WD30001779	0.00	5963	4140
1781	WD20001781	0.00	4897	3539
1782	WD20001782	0.00	14096	10224
1783	WD20001783	0.01	40045	29233
1785	WD20001785	0.00	2647	1936
1787	WD30001787	0.00	1971	1430
1788	WD20001788	0.00	4646	3454
1790	WD20001790	0.00	8528	6602
1791	WD20001791	0.01	44031	33566
1792	WD20001792	0.00	9218	7204
1794	WD20001794	0.05	304934	243507
1795	WD20001795	0.00	19095	13826
1796	WD20001796	0.04	213402	168610
1797	WD20001797	0.00	6416	4993
1798	WD20001798	0.01	30267	23266
1800	WD20001800	0.02	138784	103157
1801	WD20001801	0.00	82	60
1802	WD20001802	0.02	97548	79293
1803	WD20001803	0.00	7999	6466
1804	WD20001804	0.03	160289	123838
1805	WD20001805	0.01	33169	26248
1807	WD20001807	0.00	22753	16488
1808	WD20001808	0.03	180162	141712
1810	WD20001810	0.02	98498	78976
1811	WD20001811	0.01	42124	34137
1812	WD20001812	0.00	14780	11549
1814	WD20001814	0.00	865	700
1815	WD20001815	0.00	4065	3051
1816	WD20001816	0.00	2977	2199
1818	WD20001818	0.05	297419	229607
1819	WD20001819	0.02	133451	100285
1820	WD20001820	0.00	26213	20279
1821	WD20001821	0.01	35008	25490
1823	WD20001823	0.03	174665	138996
1824	WD30001824	0.00	1755	1224
1825	WD20001825	0.00	1673	1171
1826	WD20001826	0.00	14794	12048
1827	WD20001827	0.00	3567	2864
1828	WD20001828	0.00	2890	2179
1830	WD20001830	0.02	93671	72109
1832	WD20001832	0.00	3263	2281
1833	WD20001833	0.00	3593	2531
1834	WD20001834	0.01	70278	50089
1837	WD20001837	0.00	6189	4473
1838	WD20001838	0.00	12614	8917
1839	WD20001839	0.00	3294	2475
1840	WD20001840	0.00	2211	1562
1841	WD30001841	0.00	3567	2494
1842	WD30001842	0.00	1960	1366
1843	WD20001843	0.01	36703	26270
1844	WD20001844	0.01	50005	37894
1846	WD20001846	0.00	1176	821
1847	WD20001847	0.00	1237	938
1848	WD20001848	0.00	8683	6213
1849	WD20001849	0.00	8277	6009
1851	WD20001851	0.01	58789	46772
1852	WD20001852	0.00	1620	1212
1853	WD20001853	0.00	7239	5688
1854	WD20001854	0.00	10798	7699
1855	WD20001855	0.00	4269	2999
1856	WD20001856	0.00	37	26
1857	WD20001857	0.00	22137	16805
1858	WD20001858	0.00	925	664
1859	WD20001859	0.00	4602	3826
1860	WD30001860	0.00	846	603
1861	WD20001861	0.00	133	110
1862	WD30001862	0.00	379	266
1865	WD20001865	0.00	6019	5049
1866	WD20001866	0.00	1087	903
1868	WD20001868	0.00	4977	3535
1869	WD30001869	0.00	4968	3463
1870	WD20001870	0.00	253	198
1871	WD20001871	0.00	1592	1272
1872	WD20001872	0.00	2367	1656
1873	WD30001873	0.00	1124	811
1874	WD20001874	0.00	1620	1320
1875	WD20001875	0.00	1339	1103
1876	WD20001876	0.00	651	538
1877	WD20001877	0.00	862	708
1878	WD10001878	0.00	174	149
1879	WD10001879	0.00	286	244
1880	WD10001880	0.00	722	617
1881	WD20001881	0.00	796	657
1882	WD10001882	0.00	201	165
1883	WD10001883	0.01	33765	26386
1884	WD10001884	0.00	692	537
1885	WD10001885	0.01	43738	35368
1886	WD30001886	0.00	1513	1229
1887	WD10001887	0.00	3210	2504
1888	WD10001888	0.01	42734	34522
1889	WD30001889	0.00	4883	3955
1890	WD10001890	0.00	547	439
1891	WD10001891	0.00	2352	1936
1892	WD10001892	0.00	135	113
1894	WD10001894	0.01	78328	63881
1895	WD10001895	0.01	52781	42617
1896	WD30001896	0.01	54581	43894
1897	WD30001897	0.01	39507	32176
1898	WD10001898	0.00	1634	1305
1899	WD10001899	0.00	468	390
1900	WD30001900	0.00	14103	11382
1901	WD10001901	0.00	259	214
1902	WD10001902	0.00	5225	4125
1903	WD30001903	0.00	3211	2592
1904	WD10001904	0.00	2990	2496
1905	WD30001905	0.00	6899	5544
1906	WD10001906	0.00	1893	1560
1907	WD10001907	0.00	6061	4938
1908	WD10001908	0.00	1232	1032
1909	WD10001909	0.00	8659	7067
1910	WD20001910	0.00	16819	13195
1911	WD10001911	0.00	1266	1056
1912	WD10001912	0.00	1145	914
1913	WD20001913	0.00	6274	4954
1914	WD10001914	0.00	107	86
1915	WD10001915	0.00	298	238
1916	WD10001916	0.00	6666	5447
1917	WD20001917	0.00	1703	1357
1918	WD10001918	0.00	80	67
1919	WD20001919	0.00	951	761
1920	WD10001920	0.00	15267	12468
1921	WD20001921	0.00	596	470
1922	WD10001922	0.00	4499	3647
1923	WD10001923	0.00	864	722
1924	WD10001924	0.01	68619	55393
1926	WD10001926	0.01	35082	28327
1927	WD10001927	0.00	9180	7543
1928	WD10001928	0.00	4402	3580
1929	WD10001929	0.00	218	182
1931	WD10001931	0.00	1156	928
1932	WD10001932	0.00	255	213
1933	WD10001933	0.00	1998	1630
1934	WD20001934	0.01	68499	54935
1935	WD10001935	0.00	1930	1495
1936	WD20001936	0.00	1635	1296
1937	WD10001937	0.00	6251	5131
1938	WD10001938	0.00	5738	4697
1939	WD10001939	0.00	5250	4079
1940	WD20001940	0.00	5380	4346
1941	WD10001941	0.00	5493	4406
1942	WD10001942	0.00	23980	19282
1943	WD20001943	0.00	12604	9977
1944	WD10001944	0.00	249	208
1945	WD20001945	0.00	8936	7157
1946	WD20001946	0.00	188	149
1947	WD20001947	0.00	17141	12594
1948	WD10001948	0.00	1040	879
1949	WD10001949	0.00	126	107
1950	WD20001950	0.06	331118	262080
1951	WD20001951	0.00	23439	17949
1952	WD20001952	0.00	10979	8623
1953	WD20001953	0.00	2417	1766
1954	WD10001954	0.00	3256	2755
1955	WD10001955	0.00	689	583
1956	WD10001956	0.00	6289	5304
1958	WD20001958	0.00	2240	1862
1959	WD10001959	0.00	1552	1308
1960	WD20001960	0.00	424	353
1961	WD20001961	0.00	1126	940
1962	WD30001962	0.00	1830	1291
1963	WD30001963	0.00	8753	6128
1964	WD20001964	0.00	7912	5603
1966	WD10001966	0.00	1809	1546
1968	WD30001968	0.00	590	497
1970	WD20001970	0.00	678	497
1972	WD30001972	0.02	106010	88847
3001	WD30003001	0.00	3647	2527
3003	WD30003003	0.00	22585	14564
3004	WD30003004	0.00	29772	19358
3013	WD40003013	0.00	23566	15798
3016	WD30003016	0.01	86126	57367
3020	WD30003020	0.00	1991	1370
3021	WD30003021	0.00	4695	3208
3025	WD20003025	0.00	19418	13403
3026	WD30003026	0.01	88290	58664
3027	WD30003027	0.01	36685	23877
3028	WD40003028	0.00	2588	1679
3040	WD40003040	0.00	1860	1040
3043	WD20003043	0.03	173717	139358
3063	WD20003063	0.00	4442	3065
3064	WD30003064	0.00	5059	3455
3066	WD30003066	0.00	1811	1242
3070	WD40003070	0.00	33817	19533
3085	WD20003085	0.00	730	496
3087	WD40003087	0.00	142	95
3089	WD40003089	0.00	2101	1365
3090	WD40003090	0.00	831	536
3093	WD40003093	0.02	110876	74173
3096	WD40003096	0.00	2331	1505
3098	WD40003098	0.00	11197	7299
3100	WD40003100	0.00	3210	2108
3108	WD30003108	0.00	8817	6109
3109	WD30003109	0.00	12794	8858
3114	WD30003114	0.01	58076	39444
3118	WD30003118	0.00	3382	1368
3119	WD20003119	0.00	21007	14549
3120	WD30003120	0.00	20	13
3121	WD40003121	0.00	28704	18937
3122	WD20003122	0.03	186326	129906
3123	WD40003123	0.00	558	380
3126	WD30003126	0.00	1433	969
3128	WD20003128	0.01	48178	34423
3129	WD20003129	0.02	101263	71529
3132	WD40003132	0.00	2003	1269
3133	WD20003133	0.00	24577	17342
3135	WD20003135	0.03	162685	124506
3136	WD20003136	0.00	18969	13607
3137	WD20003137	0.00	9076	6327
3138	WD20003138	0.00	1473	1014
3139	WD30003139	0.00	23553	15829
3140	WD30003140	0.00	1720	1118
3147	WD40003147	0.00	14518	6511
3154	WD20003154	0.00	36382	19989
3157	WD40003157	0.01	38069	25027
3168	WD30003168	0.00	7523	4866
3169	WD40003169	0.00	23781	15944
3173	WD40003173	0.00	2228	1465
3185	WD30003185	0.00	11285	7295
3188	WD30003188	0.00	11178	7276
3191	WD30003191	0.01	50519	34538
3192	WD30003192	0.00	9872	6847
3193	WD30003193	0.00	3743	2565
3200	WD40003200	0.00	27135	18070
3206	WD30003206	0.00	3505	2274
3208	WD30003208	0.01	55000	36308
3215	WD40003215	0.01	104285	55792
3221	WD50003221	0.00	5089	1887
3254	WD20003254	0.02	154128	110011
3255	WD20003255	0.00	848	584
3256	WD30003256	0.00	10873	7512
3261	WD40003261	0.00	2939	1975
3264	WD20003264	0.02	103784	73515
3276	WD30003276	0.00	17122	11842
3277	WD30003277	0.00	10145	7101
3278	WD20003278	0.00	2665	1841
3279	WD30003279	0.00	3197	2206
3280	WD30003280	0.00	18207	12496
3281	WD30003281	0.00	1737	1140
3282	WD30003282	0.00	55	36
3283	WD30003283	0.00	6849	4423
3288	WD20003288	0.00	26292	18072
3289	WD20003289	0.00	12304	8624
3290	WD20003290	0.00	6624	4697
3291	WD30003291	0.00	7438	5165
3292	WD30003292	0.00	7891	5510
3293	WD40003293	0.00	1292	886
3295	WD30003295	0.00	5174	3447
3297	WD30003297	0.00	25168	17236
3298	WD20003298	0.00	30116	20945
3299	WD20003299	0.00	23283	16158
3300	WD20003300	0.00	18369	12833
3301	WD30003301	0.00	637	437
3302	WD30003302	0.00	3773	2616
3303	WD20003303	0.00	12957	8889
3304	WD20003304	0.01	36322	25345
3306	WD40003306	0.00	5850	3870
3307	WD40003307	0.01	35430	23633
3308	WD40003308	0.00	11496	7740
3309	WD30003309	0.00	32252	22012
3310	WD20003310	0.02	133533	89089
3311	WD20003311	0.00	15078	10158
3312	WD20003312	0.01	36394	25307
3315	WD30003315	0.00	107	71
3319	WD20003319	0.00	4892	3270
3320	WD30003320	0.00	3801	2537
3322	WD20003322	0.00	27502	19341
3323	WD20003323	0.00	8807	6098
3324	WD20003324	0.01	42584	29981
3325	WD20003325	0.00	1995	1352
3328	WD20003328	0.04	261396	190335
3330	WD40003330	0.00	6127	3074
3331	WD40003331	0.00	8240	4459
3332	WD40003332	0.01	55665	28073
3333	WD40003333	0.05	560626	216397
3334	WD30003334	0.00	7886	4541
3335	WD40003335	0.00	10248	4561
3336	WD40003336	0.00	16344	7320
3337	WD40003337	0.00	49368	19767
3338	WD40003338	0.01	80417	33658
3339	WD40003339	0.00	25850	10795
3340	WD40003340	0.00	13410	6003
3341	WD40003341	0.00	53666	20859
3342	WD40003342	0.00	21632	9138
3343	WD40003343	0.05	638744	244869
3345	WD40003345	0.04	411671	170111
3346	WD40003346	0.00	9343	4187
3347	WD40003347	0.00	4391	1803
3348	WD40003348	0.00	23662	10132
3349	WD40003349	0.00	13782	5713
3350	WD40003350	0.01	102950	43563
3351	WD40003351	0.00	20481	7766
3352	WD40003352	0.01	117380	42492
3353	WD40003353	0.00	18136	7299
3354	WD40003354	0.01	55915	23912
3355	WD40003355	0.01	114309	47279
3356	WD40003356	0.00	3106	1661
3357	WD40003357	0.00	8116	4185
3358	WD40003358	0.00	6556	3319
3359	WD40003359	0.01	71163	37430
3360	WD40003360	0.00	20785	9534
3361	WD40003361	0.03	297965	121312
3362	WD40003362	0.03	366309	133949
3363	WD40003363	0.00	622	265
3364	WD40003364	0.02	261044	96111
3366	WD40003366	0.07	851019	325276
3367	WD40003367	0.00	8571	3707
3368	WD40003368	0.00	2448	1070
3369	WD40003369	0.00	5934	2625
3370	WD40003370	0.02	179352	79675
3371	WD30003371	0.00	7438	4180
3372	WD40003372	0.00	22285	9391
3373	WD40003373	0.00	34658	11364
3374	WD40003374	0.00	5948	1887
3375	WD50003375	0.00	8301	2465
3376	WD40003376	0.00	74318	22599
3377	WD50003377	0.01	191787	56110
3378	WD50003378	0.03	432232	133960
3379	WD40003379	0.01	184041	60693
3380	WD40003380	0.02	189750	93861
3381	WD40003381	0.00	30295	12365
3382	WD40003382	0.01	56506	26996
3383	WD40003383	0.01	55641	30937
3384	WD40003384	0.02	201488	98526
3386	WD40003386	0.01	107652	56382
3387	WD40003387	0.03	314943	148876
3388	WD40003388	0.00	46605	20209
3389	WD40003389	0.01	136145	62189
3390	WD40003390	0.07	788061	334204
3391	WD40003391	0.00	15683	8541
3392	WD50003392	0.02	362869	96432
3393	WD40003393	0.00	40634	13391
3394	WD50003394	0.00	37750	9196
3395	WD50003395	0.01	226265	49543
3396	WD50003396	0.00	69495	14525
3397	WD40003397	0.03	374484	119503
3398	WD50003398	0.04	434750	191621
3399	WD40003399	0.00	31636	14843
3400	WD40003400	0.00	27328	12662
3401	WD40003401	0.02	152161	72893
3402	WD50003402	0.01	94712	38891
3403	WD50003403	0.00	23608	10530
3405	WD40003405	0.01	80357	29810
3406	WD40003406	0.00	34566	10942
3407	WD40003407	0.00	1573	745
3408	WD40003408	0.00	13497	6721
3409	WD40003409	0.00	12350	6442
3410	WD40003410	0.00	40874	20103
3411	WD40003411	0.01	72672	38237
3412	WD40003412	0.00	9048	4638
3413	WD40003413	0.01	67713	35808
3414	WD40003414	0.00	8829	4015
3415	WD40003415	0.01	124914	63312
3416	WD40003416	0.01	59185	30489
3417	WD40003417	0.00	4230	2138
3418	WD40003418	0.01	76321	38366
3419	WD40003419	0.00	26120	12788
3420	WD40003420	0.00	27862	13832
3421	WD40003421	0.00	21476	10914
3422	WD40003422	0.02	187416	91321
3423	WD40003423	0.01	110082	54672
3424	WD40003424	0.00	4272	1932
3425	WD40003425	0.00	7001	3632
3426	WD40003426	0.00	206	96
3427	WD40003427	0.00	4903	2128
3428	WD40003428	0.00	9053	4194
3429	WD40003429	0.00	11374	5052
3430	WD40003430	0.00	7204	3484
3431	WD40003431	0.02	147874	72119
3432	WD40003432	0.03	262000	126124
3433	WD40003433	0.00	2188	1044
3434	WD40003434	0.00	15103	8255
3435	WD40003435	0.00	5263	2678
3436	WD40003436	0.00	11082	5901
3437	WD40003437	0.00	42212	21949
3438	WD40003438	0.02	168280	81970
3439	WD40003439	0.00	4663	2146
3440	WD40003440	0.01	81749	39281
3441	WD40003441	0.00	23083	10273
3442	WD40003442	0.00	43223	21618
3443	WD40003443	0.00	1401	660
3444	WD40003444	0.03	282813	145712
3445	WD40003445	0.00	8344	3684
3446	WD40003446	0.00	14606	6470
3447	WD40003447	0.01	156058	69465
3448	WD40003448	0.00	4096	1756
3449	WD40003449	0.00	9886	4018
3450	WD40003450	0.02	206492	98370
3451	WD40003451	0.04	467500	171110
3452	WD40003452	0.00	13897	6507
3454	WD40003454	0.01	63382	34973
3456	WD40003456	0.01	126339	66925
3457	WD40003457	0.01	96448	51974
3458	WD30003458	0.01	65598	35576
3459	WD30003459	0.00	12874	7144
3460	WD40003460	0.00	8847	4354
3461	WD30003461	0.00	21176	11904
3462	WD30003462	0.00	16191	8493
3463	WD40003463	0.00	17371	9885
3464	WD40003464	0.00	11078	4963
3465	WD40003465	0.04	460256	200630
3466	WD40003466	0.01	153257	69651
3467	WD30003467	0.00	7467	3878
3468	WD40003468	0.03	292180	139806
3469	WD40003469	0.00	11837	5414
3470	WD40003470	0.00	10127	4515
3471	WD40003471	0.00	34121	14220
3472	WD40003472	0.01	68565	27411
3473	WD30003473	0.01	88212	41242
3474	WD40003474	0.01	182587	63448
3475	WD40003475	0.00	16856	7282
3476	WD40003476	0.00	25411	12061
3477	WD50003477	0.01	143897	38593
3478	WD50003478	0.06	1011083	266405
3479	WD50003479	0.11	2637925	493516
3480	WD50003480	0.01	149730	32838
3481	WD50003481	0.01	150106	57961
3482	WD50003482	0.23	3123179	1062782
3483	WD50003483	0.01	147962	37013
3484	WD50003484	0.00	76025	14098
3485	WD50003485	0.01	163109	54613
3486	WD50003486	0.00	1631	411
3487	WD50003487	0.01	95585	36361
3488	WD40003488	0.04	613695	197408
3489	WD40003489	0.00	13872	7185
3490	WD40003490	0.00	2265	1149
3491	WD40003491	0.00	17457	7896
3492	WD40003492	0.00	10271	5058
3493	WD40003493	0.01	55857	26924
3494	WD40003494	0.01	68316	33191
3496	WD30003496	0.00	1758	1236
3497	WD20003497	0.00	5397	3723
3498	WD30003498	0.00	3362	2392
3499	WD30003499	0.00	798	572
3500	WD20003500	0.00	568	398
3501	WD30003501	0.00	7957	5731
3502	WD30003502	0.00	2670	1948
3503	WD20003503	0.03	200506	140972
3504	WD30003504	0.01	36940	25309
3505	WD30003505	0.00	3515	2495
3506	WD20003506	0.00	6372	4501
3507	WD20003507	0.00	2377	1740
3508	WD20003508	0.15	953025	704638
3509	WD20003509	0.00	14140	9825
3510	WD20003510	0.01	34135	23880
3512	WD20003512	0.04	286255	203069
3515	WD20003515	0.06	372632	295360
3516	WD20003516	0.00	2211	1718
3518	WD20003518	0.04	216277	172819
3519	WD20003519	0.00	14125	10819
3520	WD20003520	0.00	11500	8505
3522	WD20003522	0.00	1868	1368
3523	WD20003523	0.00	3158	2303
3525	WD20003525	0.01	33946	24416
3526	WD20003526	0.00	8603	6198
3527	WD20003527	0.00	1230	890
3528	WD20003528	0.00	755	541
3529	WD20003529	0.00	9215	6697
3530	WD20003530	0.00	17215	13529
3532	WD30003532	0.00	9310	6718
3533	WD30003533	0.00	1954	1417
3534	WD20003534	0.00	6307	4593
3535	WD30003535	0.00	1121	819
3537	WD20003537	0.00	26197	19527
3539	WD20003539	0.06	355872	274740
3541	WD20003541	0.06	338891	257295
3542	WD20003542	0.02	105426	76773
3544	WD20003544	0.00	7080	5196
3545	WD20003545	0.00	4306	3151
3546	WD20003546	0.00	2859	2179
3548	WD20003548	0.08	498772	393544
3549	WD20003549	0.01	66944	53305
3550	WD20003550	0.00	860	608
3551	WD20003551	0.00	3154	2394
3552	WD20003552	0.02	115338	87691
3554	WD20003554	0.01	48630	35522
3555	WD20003555	0.00	2047	1446
3557	WD20003557	0.00	87	66
3559	WD30003559	0.00	1385	987
3560	WD30003560	0.00	3583	2589
3561	WD20003561	0.00	6497	4651
3562	WD20003562	0.00	1679	1178
3563	WD30003563	0.00	1287	897
3564	WD20003564	0.00	649	462
3565	WD20003565	0.00	11860	8267
3567	WD20003567	0.00	9988	6869
3568	WD20003568	0.00	5079	3774
3569	WD20003569	0.00	1846	1352
3571	WD20003571	0.00	14708	10767
3572	WD30003572	0.00	2678	1893
3573	WD20003573	0.00	3193	2389
3574	WD20003574	0.00	893	669
3575	WD20003575	0.00	3459	2476
3576	WD20003576	0.00	3565	2645
3577	WD20003577	0.00	4471	3094
3578	WD20003578	0.00	31248	22411
3579	WD20003579	0.00	6835	5071
3580	WD20003580	0.01	68891	56260
3581	WD20003581	0.01	76492	53098
3582	WD20003582	0.00	2426	1697
3583	WD20003583	0.00	1636	1263
3584	WD20003584	0.00	2518	1772
3585	WD20003585	0.03	202585	158828
3586	WD20003586	0.00	5712	4202
3587	WD20003587	0.00	86	70
3589	WD20003589	0.09	546182	434374
3590	WD20003590	0.00	8034	5779
3591	WD20003591	0.00	1699	1215
3592	WD20003592	0.03	179876	143246
3593	WD20003593	0.00	17232	13014
3595	WD20003595	0.06	346663	273469
3596	WD20003596	0.00	12626	9513
3597	WD20003597	0.00	919	759
3598	WD20003598	0.01	75294	55070
3599	WD20003599	0.02	113786	81085
3600	WD20003600	0.02	128448	94211
3601	WD20003601	0.01	74987	54534
3602	WD20003602	0.00	2341	1680
3603	WD20003603	0.00	14913	10562
3604	WD20003604	0.00	16348	12265
3606	WD20003606	0.04	218721	164277
3607	WD20003607	0.00	23713	16561
3609	WD20003609	0.02	108044	78187
3610	WD20003610	0.00	7917	5684
3612	WD20003612	0.04	231861	172166
3613	WD20003613	0.00	1901	1348
3614	WD20003614	0.02	140934	107470
3615	WD20003615	0.00	10552	7461
3616	WD20003616	0.01	32583	23758
3617	WD20003617	0.00	7075	4998
3618	WD20003618	0.00	2721	1987
3620	WD20003620	0.00	24458	19298
3621	WD20003621	0.00	4119	3117
3622	WD20003622	0.00	506	375
3623	WD20003623	0.00	27570	21566
3624	WD20003624	0.00	17386	13427
3625	WD20003625	0.00	23863	18509
3627	WD20003627	0.01	36666	26559
3628	WD20003628	0.01	38531	28115
3629	WD20003629	0.00	13725	9638
3630	WD20003630	0.00	11061	7692
3631	WD20003631	0.01	44493	33184
3632	WD20003632	0.00	18380	13647
3633	WD20003633	0.00	884	650
3634	WD20003634	0.01	32752	23963
3635	WD10003635	0.00	1831	1552
3636	WD10003636	0.00	6771	5324
