pixel_vaue	description	cover_%	cell_count	square_km
8250	WD40008250	0.00	20378	7764
8251	WD40008251	0.00	8119	3350
8252	WD40008252	0.00	1079	457
8253	WD40008253	0.00	1760	649
8254	WD40008254	0.00	2941	1058
8255	WD40008255	0.00	12906	5244
8256	WD40008256	0.00	673	279
8257	WD40008257	0.00	15273	6278
8258	WD40008258	0.00	29460	12044
8259	WD40008259	0.00	22944	9649
8260	WD40008260	0.00	8310	4255
8261	WD40008261	0.00	10787	3973
8262	WD40008262	0.00	24288	8043
8263	WD40008263	0.00	6629	2510
8264	WD40008264	0.00	1020	395
8265	WD40008265	0.00	2666	1059
8266	WD40008266	0.00	3828	1800
8267	WD40008267	0.00	8270	3219
8268	WD40008268	0.00	4021	1455
8269	WD40008269	0.00	2724	998
8270	WD40008270	0.01	99549	33210
8271	WD40008271	0.00	4943	1815
8272	WD40008272	0.00	4482	1520
8273	WD40008273	0.00	3348	1201
8274	WD40008274	0.00	12286	4934
8275	WD40008275	0.00	1669	596
8276	WD40008276	0.00	7344	3304
8277	WD40008277	0.00	12647	5093
8278	WD40008278	0.00	18812	6571
8279	WD40008279	0.00	14751	5847
8280	WD40008280	0.00	6369	2693
8281	WD40008281	0.00	27340	10809
8282	WD40008282	0.00	15967	6848
8283	WD40008283	0.00	51386	19367
8284	WD40008284	0.00	1050	313
8285	WD40008285	0.00	1447	560
8286	WD40008286	0.00	9773	3714
8287	WD40008287	0.00	3015	912
8288	WD40008288	0.00	7937	3371
8289	WD40008289	0.00	5904	2275
8290	WD40008290	0.00	1379	441
8291	WD40008291	0.00	28631	10687
8292	WD40008292	0.00	11210	3477
8293	WD40008293	0.00	30475	13513
8294	WD40008294	0.00	12107	4394
8295	WD40008295	0.00	2690	927
8296	WD40008296	0.01	66061	23797
8297	WD40008297	0.00	1177	357
8298	WD40008298	0.00	3094	902
8299	WD40008299	0.00	3024	1459
8300	WD40008300	0.00	9075	3062
8301	WD40008301	0.00	13220	4694
8302	WD40008302	0.00	36324	13014
8303	WD40008303	0.00	56246	17955
8304	WD40008304	0.00	1704	632
8305	WD40008305	0.00	3489	1206
8306	WD40008306	0.00	5558	2237
8307	WD40008307	0.00	17451	6332
8308	WD40008308	0.00	29050	9265
8309	WD40008309	0.00	14055	4914
8310	WD40008310	0.00	9802	3420
8311	WD40008311	0.00	2763	1079
8312	WD40008312	0.00	6908	2112
8313	WD40008313	0.00	12095	4483
8314	WD40008314	0.00	2007	817
8315	WD40008315	0.00	1493	634
8316	WD40008316	0.00	29983	10385
8317	WD40008317	0.00	16916	4944
8318	WD40008318	0.00	12952	3426
8319	WD40008319	0.00	4832	2229
8320	WD40008320	0.01	80395	27080
8321	WD40008321	0.00	4790	2065
8322	WD40008322	0.00	314	123
8323	WD40008323	0.00	4132	1475
8324	WD40008324	0.00	63755	21477
8325	WD40008325	0.00	43505	18345
8326	WD40008326	0.00	1095	480
8327	WD40008327	0.00	11383	3623
8328	WD40008328	0.00	2061	886
8329	WD40008329	0.00	3894	1328
8330	WD40008330	0.00	3923	1473
8331	WD40008331	0.01	119308	42257
8332	WD40008332	0.01	155025	57957
8333	WD40008333	0.00	2833	979
8334	WD40008334	0.00	2010	772
8335	WD40008335	0.00	17721	5685
8336	WD40008336	0.01	58051	26890
8337	WD40008337	0.00	2164	863
8338	WD40008338	0.02	286871	103249
8339	WD40008339	0.00	29642	13304
8340	WD40008340	0.00	41511	15784
8341	WD40008341	0.00	18116	5458
8342	WD40008342	0.00	1786	461
8343	WD40008343	0.00	5093	1898
8344	WD40008344	0.00	38782	10316
8345	WD40008345	0.00	29142	10672
8346	WD40008346	0.00	5625	1955
8347	WD40008347	0.01	164777	50413
8348	WD40008348	0.00	2622	842
8349	WD40008349	0.00	1200	483
8350	WD40008350	0.00	4962	1684
8351	WD40008351	0.05	552095	210325
8352	WD40008352	0.00	1751	866
8353	WD40008353	0.00	899	443
8354	WD40008354	0.00	4508	2222
8355	WD40008355	0.00	858	419
8356	WD40008356	0.00	10957	5359
8357	WD40008357	0.00	2490	1193
8358	WD40008358	0.00	2133	1156
8359	WD40008359	0.00	6325	3163
8360	WD40008360	0.00	6985	3436
8361	WD40008361	0.00	11488	5723
8362	WD40008362	0.00	1400	711
8363	WD40008363	0.00	2779	1391
8364	WD40008364	0.00	1679	815
8365	WD40008365	0.00	457	218
8366	WD40008366	0.00	1467	707
8367	WD40008367	0.00	9777	4805
8368	WD40008368	0.00	3223	1594
8369	WD40008369	0.00	6125	3011
8370	WD20008370	0.00	754	469
8371	WD40008371	0.00	1652	865
8372	WD40008372	0.00	3839	1895
8373	WD40008373	0.00	14404	7126
8374	WD40008374	0.00	1504	748
8375	WD40008375	0.00	2042	1008
8376	WD40008376	0.00	6737	4013
8377	WD40008377	0.00	1391	692
8378	WD40008378	0.00	1719	853
8379	WD40008379	0.00	4194	2051
8380	WD40008380	0.00	665	316
8381	WD40008381	0.00	3838	1995
8382	WD40008382	0.00	1841	1048
8383	WD40008383	0.00	827	445
8384	WD40008384	0.00	7950	3890
8385	WD40008385	0.00	1853	1012
8386	WD40008386	0.00	751	374
8387	WD40008387	0.00	405	235
8388	WD40008388	0.00	8624	4348
8389	WD40008389	0.00	1152	558
8390	WD20008390	0.00	5987	3687
8391	WD40008391	0.00	25155	12747
8392	WD40008392	0.00	835	385
8393	WD40008393	0.00	4500	2168
8394	WD40008394	0.00	19766	10937
8395	WD40008395	0.00	903	423
8396	WD40008396	0.00	545	299
8397	WD40008397	0.00	1909	900
8398	WD40008398	0.00	3356	1684
8399	WD40008399	0.00	1244	780
8400	WD40008400	0.00	1088	619
8401	WD40008401	0.00	4117	2434
8402	WD40008402	0.00	2128	1240
8403	WD40008403	0.00	3361	1957
8404	WD40008404	0.00	15005	8403
8405	WD40008405	0.00	5940	3183
8406	WD40008406	0.00	15346	8148
8407	WD40008407	0.00	4130	2209
8408	WD40008408	0.00	23226	12002
8409	WD40008409	0.00	5697	2646
8410	WD40008410	0.00	4098	1909
8411	WD40008411	0.00	3132	1643
8412	WD40008412	0.00	1769	844
8413	WD40008413	0.00	1907	915
8414	WD40008414	0.00	2010	1215
8415	WD40008415	0.00	780	404
8416	WD40008416	0.00	2686	1444
8417	WD40008417	0.00	11795	6303
8418	WD40008418	0.00	889	437
8419	WD40008419	0.00	483	233
8420	WD40008420	0.00	6397	3054
8421	WD40008421	0.00	1898	909
8422	WD40008422	0.00	4580	2494
8423	WD40008423	0.00	873	423
8424	WD40008424	0.00	3237	1643
8425	WD40008425	0.00	5283	2860
8426	WD40008426	0.00	2390	1205
8427	WD40008427	0.00	461	249
8428	WD40008428	0.00	2720	1339
8429	WD40008429	0.00	2630	1402
8430	WD40008430	0.00	695	383
8431	WD40008431	0.00	39451	21385
8432	WD40008432	0.00	4699	2354
8433	WD40008433	0.00	7495	3927
8434	WD40008434	0.00	3176	1707
8435	WD40008435	0.00	3415	1859
8436	WD40008436	0.00	3299	1732
8437	WD40008437	0.00	1539	793
8438	WD40008438	0.00	8555	4531
8439	WD40008439	0.00	14128	7039
8440	WD40008440	0.00	4509	2216
8441	WD40008441	0.00	724	403
8442	WD40008442	0.00	1196	627
8443	WD40008443	0.00	1197	641
8444	WD40008444	0.00	2527	1351
8445	WD40008445	0.00	250	130
8446	WD40008446	0.00	22191	12493
8447	WD40008447	0.00	25878	13271
8448	WD40008448	0.00	1462	755
8449	WD40008449	0.00	1058	589
8450	WD40008450	0.01	89202	46773
8451	WD40008451	0.00	1420	711
8452	WD40008452	0.00	2612	1315
8453	WD40008453	0.01	106245	56384
8454	WD40008454	0.00	3353	1380
8455	WD40008455	0.00	20540	9850
8456	WD40008456	0.00	3639	1927
8457	WD50008457	0.00	6522	1337
8458	WD40008458	0.00	2761	1133
8459	WD40008459	0.00	14730	7704
8460	WD40008460	0.00	8513	3706
8461	WD40008461	0.00	15187	5458
8462	WD40008462	0.00	4020	1766
8463	WD40008463	0.00	9615	4309
8464	WD40008464	0.01	97441	45060
8465	WD40008465	0.00	1475	663
8466	WD40008466	0.00	9458	4374
8467	WD50008467	0.00	2727	768
8468	WD40008468	0.00	18366	6229
8469	WD50008469	0.00	5901	1428
8470	WD40008470	0.01	155948	52448
8471	WD50008471	0.00	13488	4152
8472	WD50008472	0.00	12628	2670
8473	WD40008473	0.01	158726	54240
8474	WD40008474	0.00	1107	597
8475	WD40008475	0.00	3063	1266
8476	WD40008476	0.00	3774	1958
8477	WD50008477	0.02	246086	80998
8478	WD40008478	0.00	1679	910
8479	WD40008479	0.00	1561	628
8480	WD40008480	0.00	1579	518
8481	WD40008481	0.00	11800	4939
8482	WD40008482	0.00	1609	635
8483	WD40008483	0.00	27582	12604
8484	WD50008484	0.00	1281	420
8485	WD50008485	0.00	3879	853
8486	WD50008486	0.00	12909	3052
8487	WD40008487	0.00	38267	13161
8488	WD50008488	0.00	5707	1352
8489	WD50008489	0.00	29812	10068
8490	WD40008490	0.01	83602	31790
8491	WD40008491	0.03	322157	124468
8492	WD40008492	0.00	8036	3482
8493	WD40008493	0.00	10142	3894
8494	WD40008494	0.00	10550	3499
8495	WD40008495	0.06	678369	286012
8496	WD40008496	0.00	11852	3898
8497	WD40008497	0.00	4580	2804
8498	WD40008498	0.00	4269	2048
8499	WD40008499	0.03	288649	140005
8500	WD40008500	0.00	27261	15340
8501	WD20008501	0.00	20838	12188
8502	WD40008502	0.00	40852	22444
8503	WD40008503	0.01	49459	26186
8504	WD20008504	0.00	558	340
8505	WD40008505	0.00	2357	688
8506	WD50008506	0.00	1472	526
8507	WD40008507	0.00	1722	540
8508	WD40008508	0.00	726	461
8509	WD20008509	0.00	459	277
8510	WD50008510	0.00	57482	17313
8511	WD40008511	0.00	2343	1273
8512	WD40008512	0.00	1320	687
8513	WD40008513	0.00	14097	7956
8514	WD40008514	0.00	23868	12559
8515	WD40008515	0.00	1259	714
8516	WD30008516	0.00	2640	1672
8517	WD40008517	0.00	1498	818
8518	WD40008518	0.00	30552	16889
8519	WD40008519	0.00	501	259
8520	WD40008520	0.00	21405	12332
8521	WD40008521	0.00	4770	2671
8522	WD40008522	0.00	334	193
8523	WD20008523	0.00	3198	1642
8524	WD40008524	0.00	1019	565
8525	WD20008525	0.00	3298	1832
8526	WD40008526	0.02	149484	83782
8527	WD40008527	0.00	2516	1494
8528	WD40008528	0.00	6526	3861
8529	WD40008529	0.00	5379	3219
8530	WD40008530	0.00	3624	2157
8531	WD40008531	0.00	1801	989
8532	WD40008532	0.00	1744	990
8533	WD40008533	0.00	16428	9764
8534	WD40008534	0.01	44164	25554
8535	WD40008535	0.00	1063	631
8536	WD40008536	0.00	1325	789
8537	WD40008537	0.00	14943	8556
8538	WD40008538	0.00	13256	7177
8539	WD40008539	0.00	3406	2035
8540	WD40008540	0.00	17959	9870
8541	WD40008541	0.00	5952	3546
8542	WD40008542	0.00	2392	1349
8543	WD40008543	0.00	1049	636
8544	WD40008544	0.01	46104	26385
8545	WD30008545	0.00	1211	753
8546	WD40008546	0.00	6975	2227
8547	WD40008547	0.00	13342	4930
8548	WD50008548	0.00	19931	6299
8549	WD50008549	0.00	948	296
8550	WD40008550	0.00	23687	8013
8551	WD40008551	0.00	2169	764
8552	WD40008552	0.00	2771	1000
8553	WD40008553	0.00	3098	1201
8554	WD40008554	0.00	3802	1161
8555	WD50008555	0.00	12058	4318
8556	WD40008556	0.00	3384	1176
8557	WD40008557	0.00	17567	6444
8558	WD40008558	0.00	4757	1614
8559	WD40008559	0.01	116092	40411
8560	WD40008560	0.00	2716	854
8561	WD40008561	0.00	2315	818
8562	WD40008562	0.00	1067	419
8563	WD40008563	0.00	16484	7183
8564	WD40008564	0.00	5239	1773
8565	WD40008565	0.00	3529	1312
8566	WD40008566	0.00	3203	1137
8567	WD40008567	0.00	1564	624
8568	WD40008568	0.01	73343	31323
8569	WD40008569	0.00	22322	8897
8570	WD40008570	0.00	20816	7588
8571	WD40008571	0.00	1273	471
8572	WD40008572	0.00	5063	1989
8573	WD40008573	0.00	3829	1496
8574	WD40008574	0.00	3454	970
8575	WD40008575	0.00	1862	724
8576	WD40008576	0.00	2352	866
8577	WD40008577	0.00	2669	927
8578	WD40008578	0.00	7148	3799
8579	WD40008579	0.00	4243	2036
8580	WD40008580	0.00	1280	632
8581	WD40008581	0.00	1840	722
8582	WD40008582	0.00	848	325
8583	WD40008583	0.00	986	352
8584	WD40008584	0.00	332	164
8585	WD40008585	0.00	5668	2375
8586	WD40008586	0.00	5522	2336
8587	WD40008587	0.00	39720	18878
8588	WD40008588	0.00	8998	3865
8589	WD40008589	0.00	1155	467
8590	WD40008590	0.00	18296	7872
8591	WD40008591	0.00	2221	804
8592	WD40008592	0.00	3775	1324
8593	WD40008593	0.01	71950	32515
8594	WD40008594	0.00	905	372
8595	WD40008595	0.00	24823	10554
8596	WD40008596	0.05	577023	250163
8597	WD40008597	0.00	4988	2754
8598	WD40008598	0.00	20730	8066
8599	WD40008599	0.00	15517	5823
8600	WD40008600	0.00	7328	3358
8601	WD40008601	0.00	3780	1831
8602	WD40008602	0.00	7018	2535
8603	WD40008603	0.00	8626	4160
8604	WD40008604	0.00	10754	5081
8605	WD40008605	0.00	9036	3645
8606	WD40008606	0.00	3357	1684
8607	WD40008607	0.00	5561	2402
8608	WD40008608	0.00	10691	3609
8609	WD40008609	0.00	16168	6671
8610	WD40008610	0.00	4639	1530
8611	WD40008611	0.00	13674	5442
8612	WD40008612	0.00	4637	2463
8613	WD40008613	0.00	22157	8404
8614	WD40008614	0.00	1025	503
8615	WD40008615	0.01	75948	27800
8616	WD40008616	0.00	7227	3160
8617	WD40008617	0.00	2105	1053
8618	WD40008618	0.00	7470	2884
8619	WD40008619	0.01	53218	24232
8620	WD40008620	0.00	3705	1567
8621	WD40008621	0.01	118806	50161
8622	WD40008622	0.00	6234	2673
8623	WD40008623	0.01	92827	43376
8624	WD40008624	0.00	1400	715
8625	WD40008625	0.00	831	389
8626	WD40008626	0.01	55236	23578
8627	WD40008627	0.00	2148	887
8628	WD40008628	0.00	2033	781
8629	WD40008629	0.00	23921	8839
8630	WD40008630	0.00	11329	4644
8631	WD40008631	0.00	3606	1451
8632	WD40008632	0.00	2159	884
8633	WD40008633	0.00	1877	668
8634	WD40008634	0.00	3875	1807
8635	WD40008635	0.00	3882	1633
8636	WD40008636	0.03	265608	116883
8637	WD40008637	0.00	513	199
8638	WD40008638	0.00	639	252
8639	WD40008639	0.00	15899	6449
8640	WD40008640	0.00	6169	2307
8641	WD40008641	0.00	25086	10871
8642	WD40008642	0.00	13437	6264
8643	WD40008643	0.00	1357	648
8644	WD40008644	0.00	17811	7109
8645	WD40008645	0.01	73957	29268
8646	WD40008646	0.00	1783	626
8647	WD40008647	0.01	131451	58027
8648	WD40008648	0.00	8035	2893
8649	WD40008649	0.00	6112	2105
8650	WD40008650	0.00	20354	7150
8651	WD40008651	0.00	22632	8032
8652	WD40008652	0.00	12291	4559
8653	WD40008653	0.00	1181	526
8654	WD40008654	0.00	12740	6587
8655	WD40008655	0.00	4038	2183
8656	WD40008656	0.00	3178	1220
8657	WD40008657	0.00	14773	5976
8658	WD40008658	0.00	2180	1068
8659	WD40008659	0.00	20663	11363
8660	WD40008660	0.00	8105	3264
8661	WD40008661	0.00	5341	2731
8662	WD40008662	0.00	2515	868
8663	WD40008663	0.00	12492	5385
8664	WD40008664	0.00	7138	2489
8665	WD40008665	0.00	10309	4085
8666	WD40008666	0.00	13320	5263
8667	WD40008667	0.00	4193	2211
8668	WD40008668	0.00	2505	808
8669	WD40008669	0.00	10788	3793
8670	WD40008670	0.00	23752	9729
8671	WD40008671	0.00	46638	18535
8672	WD40008672	0.00	8289	4352
8673	WD40008673	0.00	3286	1318
8674	WD40008674	0.00	3407	2040
8675	WD40008675	0.00	3167	1600
8676	WD40008676	0.00	10718	6235
8677	WD40008677	0.00	51778	19037
8678	WD40008678	0.00	1248	464
8679	WD40008679	0.00	9212	3237
8680	WD40008680	0.00	15886	5775
8681	WD40008681	0.00	1794	751
8682	WD40008682	0.00	1738	867
8683	WD40008683	0.00	1981	977
8684	WD40008684	0.00	8229	3573
8685	WD40008685	0.00	3966	1876
8686	WD40008686	0.00	4149	1894
8687	WD40008687	0.00	3786	2017
8688	WD40008688	0.00	12766	5596
8689	WD40008689	0.00	1980	865
8690	WD40008690	0.00	1640	871
8691	WD40008691	0.00	3796	1347
8692	WD40008692	0.00	3555	1400
8693	WD40008693	0.00	17080	8828
8694	WD40008694	0.00	1378	654
8695	WD40008695	0.01	76778	29442
8696	WD40008696	0.00	2434	926
8697	WD40008697	0.00	24929	9866
8698	WD40008698	0.00	3865	1530
8699	WD40008699	0.02	149932	73366
8700	WD40008700	0.00	5348	1982
8701	WD40008701	0.00	10712	3950
8702	WD40008702	0.00	18662	6579
8703	WD40008703	0.00	9777	3643
8704	WD40008704	0.00	2730	926
8705	WD40008705	0.00	4637	2089
8706	WD40008706	0.00	10670	4009
8707	WD40008707	0.00	2141	843
8708	WD40008708	0.00	881	336
8709	WD40008709	0.00	6293	2777
8710	WD40008710	0.01	58511	28919
8711	WD40008711	0.00	3066	1080
8712	WD40008712	0.00	4070	1372
8713	WD40008713	0.00	24527	12273
8714	WD40008714	0.00	26905	10214
8715	WD40008715	0.00	2232	859
8716	WD40008716	0.00	1501	619
8717	WD40008717	0.00	7153	2664
8718	WD40008718	0.00	5128	2044
8719	WD40008719	0.00	7169	2970
8720	WD40008720	0.00	5127	1544
8721	WD40008721	0.00	1985	773
8722	WD40008722	0.00	1582	858
8723	WD40008723	0.00	4999	2076
8724	WD40008724	0.01	95300	36644
8725	WD40008725	0.00	1418	733
8726	WD40008726	0.00	3726	1923
8727	WD40008727	0.00	44204	18302
8728	WD40008728	0.00	52619	19047
8729	WD40008729	0.00	7281	3813
8730	WD40008730	0.00	6156	3316
8731	WD40008731	0.00	519	278
8732	WD40008732	0.00	4049	1811
8733	WD40008733	0.00	4955	2578
8734	WD40008734	0.00	888	312
8735	WD40008735	0.00	15144	6583
8736	WD40008736	0.00	636	336
8737	WD40008737	0.00	574	251
8738	WD50008738	0.00	13823	4433
8739	WD40008739	0.00	16615	6901
8740	WD40008740	0.00	663	349
8741	WD40008741	0.00	1180	410
8742	WD40008742	0.01	108553	41739
8743	WD40008743	0.00	12122	4935
8744	WD40008744	0.00	59286	22444
8745	WD40008745	0.00	14776	5992
8746	WD40008746	0.01	108889	50381
8747	WD40008747	0.01	69712	28052
8748	WD40008748	0.00	6704	2714
8749	WD40008749	0.00	11301	3820
8750	WD40008750	0.00	2248	1217
8751	WD40008751	0.00	9439	3370
8752	WD40008752	0.02	237553	99155
8753	WD40008753	0.00	42172	16031
8754	WD40008754	0.00	3315	1446
8755	WD40008755	0.00	23888	10167
8756	WD40008756	0.00	2384	1287
8757	WD40008757	0.00	2903	1119
8758	WD40008758	0.00	5251	2152
8759	WD40008759	0.00	2303	1075
8760	WD40008760	0.00	10571	4967
8761	WD40008761	0.00	2213	1018
8762	WD40008762	0.00	12105	5638
8763	WD40008763	0.01	74788	37873
8764	WD40008764	0.00	3856	1760
8765	WD40008765	0.01	69883	33682
8766	WD40008766	0.00	6151	3247
8767	WD40008767	0.00	5012	2541
8768	WD40008768	0.00	9493	4325
8769	WD40008769	0.00	2739	916
8770	WD40008770	0.00	3854	1771
8771	WD40008771	0.00	2537	1147
8772	WD40008772	0.00	2398	1239
8773	WD40008773	0.00	1549	692
8774	WD40008774	0.00	8083	4310
8775	WD40008775	0.00	1461	540
8776	WD40008776	0.00	30777	11765
8777	WD40008777	0.00	26872	10490
8778	WD40008778	0.00	2483	1055
8779	WD40008779	0.00	10354	4065
8780	WD40008780	0.00	5677	2268
8781	WD40008781	0.00	10751	4357
8782	WD40008782	0.00	3572	1439
8783	WD40008783	0.00	3298	1428
8784	WD40008784	0.00	8741	3766
8785	WD40008785	0.00	14550	6260
8786	WD40008786	0.00	7376	3097
8787	WD40008787	0.00	6242	2922
8788	WD40008788	0.00	6670	2948
8789	WD40008789	0.00	24171	10977
8790	WD40008790	0.00	2889	1462
8791	WD40008791	0.00	1943	907
8792	WD40008792	0.00	2616	1283
8793	WD40008793	0.00	30817	12510
8794	WD40008794	0.00	3188	1485
8795	WD40008795	0.00	5976	2629
8796	WD40008796	0.00	10390	4264
8797	WD40008797	0.00	6741	3550
8798	WD40008798	0.00	2449	952
8799	WD40008799	0.00	4471	1851
8800	WD40008800	0.00	14556	4120
8801	WD40008801	0.00	10240	4576
8802	WD40008802	0.00	13153	6056
8803	WD40008803	0.00	6850	3439
8804	WD40008804	0.00	15245	7239
8805	WD40008805	0.00	10843	4471
8806	WD40008806	0.00	1461	576
8807	WD40008807	0.01	74377	34959
8808	WD40008808	0.00	2702	1125
8809	WD40008809	0.00	1955	974
8810	WD40008810	0.00	1458	674
8811	WD40008811	0.01	96088	47890
8812	WD40008812	0.00	1683	662
8813	WD40008813	0.00	3235	1507
8814	WD40008814	0.00	3130	1232
8815	WD40008815	0.00	14799	6246
8816	WD40008816	0.01	51488	25640
8817	WD40008817	0.00	5528	2380
8818	WD40008818	0.00	5975	2588
8819	WD40008819	0.01	91957	44307
8820	WD40008820	0.00	11002	4713
8821	WD40008821	0.00	5093	2150
8822	WD40008822	0.00	1432	649
8823	WD40008823	0.00	3241	1708
8824	WD40008824	0.01	60714	23524
8825	WD40008825	0.00	951	494
8826	WD40008826	0.00	1381	548
8827	WD40008827	0.00	33331	15100
8828	WD40008828	0.00	13582	6327
8829	WD40008829	0.00	2277	996
8830	WD40008830	0.01	58583	28221
8831	WD40008831	0.00	1926	826
8832	WD40008832	0.00	6836	2927
8833	WD40008833	0.00	3341	1423
8834	WD40008834	0.00	19229	8505
8835	WD40008835	0.00	24868	12221
8836	WD40008836	0.00	837	444
8837	WD40008837	0.00	2118	721
8838	WD40008838	0.01	150163	68384
8839	WD40008839	0.00	953	325
8840	WD40008840	0.00	49709	18517
8841	WD40008841	0.00	7542	3514
8842	WD40008842	0.02	182643	80768
8843	WD40008843	0.00	6934	2742
8844	WD40008844	0.00	514	186
8845	WD40008845	0.00	9251	3720
8846	WD40008846	0.02	273983	114294
8847	WD40008847	0.00	11558	4464
8848	WD40008848	0.00	41033	15189
8849	WD40008849	0.00	2514	1083
8850	WD40008850	0.00	8480	3183
8851	WD40008851	0.00	2330	917
8852	WD40008852	0.00	31533	12251
8853	WD40008853	0.00	4663	2049
8854	WD40008854	0.00	13966	5447
8855	WD40008855	0.00	4840	1777
8856	WD40008856	0.00	1142	507
8857	WD40008857	0.00	4505	2408
8858	WD40008858	0.00	3147	1664
8859	WD40008859	0.00	4618	1987
8860	WD40008860	0.00	11580	5029
8861	WD40008861	0.00	2162	935
8862	WD40008862	0.00	269	136
8863	WD40008863	0.00	5132	2271
8864	WD40008864	0.00	4694	2084
8865	WD40008865	0.00	6388	2772
8866	WD40008866	0.00	2022	745
8867	WD40008867	0.00	3883	1375
8868	WD40008868	0.00	1668	722
8869	WD40008869	0.00	9338	3666
8870	WD40008870	0.02	202597	74342
8871	WD40008871	0.00	2804	1045
8872	WD40008872	0.00	21093	8182
8873	WD40008873	0.00	9779	4008
8874	WD40008874	0.00	10993	3761
8875	WD40008875	0.00	8730	3215
8876	WD40008876	0.00	2454	696
8877	WD40008877	0.00	44460	17581
8878	WD40008878	0.00	1406	574
8879	WD40008879	0.00	20594	9085
8880	WD40008880	0.00	17049	7043
8881	WD40008881	0.00	8705	3406
8883	WD40008883	0.00	2675	977
8884	WD40008884	0.00	1127	420
8885	WD40008885	0.00	4445	1517
8886	WD40008886	0.00	3705	1304
8887	WD40008887	0.00	1385	449
8888	WD40008888	0.01	95560	38796
8889	WD40008889	0.00	211	84
8890	WD40008890	0.00	3650	1876
8891	WD40008891	0.00	23938	9692
8892	WD40008892	0.02	215697	78076
8893	WD40008893	0.00	835	445
8894	WD40008894	0.00	8984	4045
8895	WD40008895	0.00	89	44
8896	WD40008896	0.00	3015	1262
8897	WD40008897	0.00	7249	3108
8898	WD40008898	0.00	514	250
8899	WD40008899	0.00	8808	3318
8900	WD40008900	0.00	13613	4721
8901	WD40008901	0.01	154485	57007
8902	WD40008902	0.00	39541	15344
8903	WD40008903	0.00	3399	1475
8904	WD40008904	0.01	139633	56358
8905	WD40008905	0.00	3016	1271
8906	WD40008906	0.00	1452	496
8907	WD40008907	0.00	7538	2619
8908	WD40008908	0.00	7714	3641
8909	WD40008909	0.02	251056	98417
8910	WD40008910	0.00	4013	1926
8911	WD40008911	0.00	7580	3957
8912	WD40008912	0.00	5830	2838
8913	WD40008913	0.00	1225	697
8914	WD40008914	0.00	2096	1150
8915	WD40008915	0.00	1713	877
8916	WD40008916	0.00	6420	3275
8917	WD40008917	0.00	9073	4429
8918	WD40008918	0.00	472	243
8919	WD40008919	0.00	5242	2590
8920	WD40008920	0.00	4119	2161
8921	WD40008921	0.00	844	350
8922	WD40008922	0.01	54913	27578
8923	WD40008923	0.00	6366	3213
8924	WD40008924	0.00	1786	500
8925	WD40008925	0.00	1845	562
8926	WD40008926	0.01	119317	33868
8927	WD40008927	0.00	10376	3947
8928	WD40008928	0.00	9600	3496
8929	WD40008929	0.00	11045	3321
8930	WD40008930	0.00	4067	1370
8931	WD40008931	0.00	16639	4585
8932	WD50008932	0.00	7592	2158
8933	WD50008933	0.00	14894	3338
8934	WD40008934	0.00	1466	456
8935	WD50008935	0.00	9618	2391
8936	WD40008936	0.00	2254	1073
8937	WD50008937	0.00	2208	628
8938	WD40008938	0.00	3094	1149
8939	WD50008939	0.00	42121	13206
8940	WD50008940	0.00	40417	13048
8941	WD50008941	0.00	73969	21643
8942	WD40008942	0.00	124	39
8943	WD40008943	0.00	24684	6692
8944	WD40008944	0.01	91338	26617
8945	WD40008945	0.00	4070	1102
8946	WD40008946	0.00	3008	881
8947	WD40008947	0.00	7457	2898
8948	WD40008948	0.00	6847	2483
8949	WD40008949	0.00	15116	4675
8950	WD40008950	0.01	179999	58954
8951	WD40008951	0.00	30217	9102
8952	WD40008952	0.00	8048	3233
8953	WD40008953	0.00	9702	2710
8954	WD50008954	0.00	851	236
8955	WD50008955	0.01	108418	25163
8956	WD50008956	0.00	18298	4069
8957	WD40008957	0.00	12395	3497
8958	WD50008958	0.00	2541	798
8959	WD50008959	0.00	2121	670
8960	WD40008960	0.00	1893	723
8961	WD40008961	0.00	1897	637
8962	WD50008962	0.00	32073	10235
8963	WD40008963	0.00	59974	15982
8964	WD50008964	0.00	702	220
8965	WD50008965	0.00	12933	3966
8966	WD50008966	0.00	333	87
8967	WD40008967	0.00	3220	882
8968	WD40008968	0.01	207459	55076
8969	WD50008969	0.00	2242	485
8970	WD50008970	0.01	122162	29126
8971	WD50008971	0.00	11397	3555
8972	WD50008972	0.00	5021	1576
8973	WD40008973	0.00	3511	1123
8974	WD40008974	0.00	63315	19842
8975	WD40008975	0.00	6243	2015
8976	WD50008976	0.00	13269	4291
8977	WD40008977	0.00	5030	2006
8978	WD50008978	0.00	1329	457
8979	WD40008979	0.00	3175	1262
8980	WD40008980	0.00	2104	800
8981	WD50008981	0.00	10327	3343
8982	WD40008982	0.00	2286	935
8983	WD40008983	0.00	7745	2937
8984	WD40008984	0.00	5392	2115
8985	WD40008985	0.00	1669	655
8986	WD40008986	0.00	521	167
8987	WD40008987	0.00	33432	9815
8988	WD50008988	0.00	29015	7924
8989	WD50008989	0.00	8004	2529
8990	WD40008990	0.00	3790	1393
8991	WD40008991	0.00	1326	440
8992	WD40008992	0.00	4370	1436
8993	WD40008993	0.00	16810	5737
8994	WD40008994	0.00	6104	1988
8995	WD50008995	0.00	9491	3015
8996	WD50008996	0.00	7635	2539
8997	WD40008997	0.00	17101	5963
8998	WD40008998	0.00	499	211
8999	WD40008999	0.00	504	194
